rule_id,statement_id,section,page_hint,rule_class,direction,target_treatment,decision_scope,condition_text,level_of_evidence,consensus_pct,voting_round,meets_80pct_table_threshold
S24R#3,S24R,Radiotherapy and chemotherapy,4,relative_contraindication,negative,ophl_any,larynx_preservation_any,"High nodal burden (ie, cN2 or higher) is a relative contraindication for partial laryngectomy. Non-surgical treatment with a combination of chemotherapy and radiation should be preferred in these cases.",IV,88.3,second,True
S25-S26R#1,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,nonsurgical_lp,burden of nodal disease,IV,95.0,second,True
S25-S26R#2,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,nonsurgical_lp,T category,IV,95.0,second,True
S25-S26R#3,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,nonsurgical_lp,foreseen acute and late toxicities of the two different regimens,IV,95.0,second,True
S25-S26R#4,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,nonsurgical_lp,patient’s functionality,IV,95.0,second,True
S25-S26R#5,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,nonsurgical_lp,and patient’s preference,IV,95.0,second,True
S25-S26R#6,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,larynx_preservation_any,burden of nodal disease,IV,95.0,second,True
S25-S26R#7,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,larynx_preservation_any,T category,IV,95.0,second,True
S25-S26R#8,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,larynx_preservation_any,foreseen acute and late toxicities of the two different regimens,IV,95.0,second,True
S25-S26R#9,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,larynx_preservation_any,patient’s functionality,IV,95.0,second,True
S25-S26R#10,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,larynx_preservation_any,and patient’s preference,IV,95.0,second,True
S25-S26R#11,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,nonsurgical_lp,burden of nodal disease,IV,95.0,second,True
S25-S26R#12,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,nonsurgical_lp,T category,IV,95.0,second,True
S25-S26R#13,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,nonsurgical_lp,foreseen acute and late toxicities of the two different regimens,IV,95.0,second,True
S25-S26R#14,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,nonsurgical_lp,patient’s functionality,IV,95.0,second,True
S25-S26R#15,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,nonsurgical_lp,and patient’s preference,IV,95.0,second,True
S25-S26R#16,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,larynx_preservation_any,burden of nodal disease,IV,95.0,second,True
S25-S26R#17,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,larynx_preservation_any,T category,IV,95.0,second,True
S25-S26R#18,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,larynx_preservation_any,foreseen acute and late toxicities of the two different regimens,IV,95.0,second,True
S25-S26R#19,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,larynx_preservation_any,patient’s functionality,IV,95.0,second,True
S25-S26R#20,S25-S26R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,larynx_preservation_any,and patient’s preference,IV,95.0,second,True
S27#1,S27,Radiotherapy and chemotherapy,4,exception,positive,concurrent_crt,nonsurgical_lp,Involvement of the inner cortex of thyroid cartilage is not a contraindication to chemoradiation in cT3 glottic cancers.,IV,96.8,first,True
S27#2,S27,Radiotherapy and chemotherapy,4,exception,positive,concurrent_crt,larynx_preservation_any,Involvement of the inner cortex of thyroid cartilage is not a contraindication to chemoradiation in cT3 glottic cancers.,IV,96.8,first,True
S28#1,S28,Radiotherapy and chemotherapy,4,contextual_selection,qualified,concurrent_crt,larynx_preservation_any,"For cT3 cancers, concomitant chemoradiation yields the highest laryngeal preservation rate among non-surgical strategies.",IV,92.2,first,True
S28#2,S28,Radiotherapy and chemotherapy,4,contextual_selection,qualified,concurrent_crt,nonsurgical_lp,"For cT3 cancers, concomitant chemoradiation yields the highest laryngeal preservation rate among non-surgical strategies.",IV,92.2,first,True
S29R#1,S29R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,total_laryngectomy,nonsurgical_lp,Concomitant chemoradiation for cT3 laryngeal cancer has been associated with increased non-cancer-related mortality in the long term when compared with other therapeutic strategies such as total laryngectomy and induction chemotherapy-based treatment.,IV,81.7,first,True
S29R#2,S29R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,total_laryngectomy,larynx_preservation_any,Concomitant chemoradiation for cT3 laryngeal cancer has been associated with increased non-cancer-related mortality in the long term when compared with other therapeutic strategies such as total laryngectomy and induction chemotherapy-based treatment.,IV,81.7,first,True
S29R#3,S29R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,concurrent_crt,nonsurgical_lp,Concomitant chemoradiation for cT3 laryngeal cancer has been associated with increased non-cancer-related mortality in the long term when compared with other therapeutic strategies such as total laryngectomy and induction chemotherapy-based treatment.,IV,81.7,first,True
S29R#4,S29R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,concurrent_crt,larynx_preservation_any,Concomitant chemoradiation for cT3 laryngeal cancer has been associated with increased non-cancer-related mortality in the long term when compared with other therapeutic strategies such as total laryngectomy and induction chemotherapy-based treatment.,IV,81.7,first,True
S29R#5,S29R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,Concomitant chemoradiation for cT3 laryngeal cancer has been associated with increased non-cancer-related mortality in the long term when compared with other therapeutic strategies such as total laryngectomy and induction chemotherapy-based treatment.,IV,81.7,first,True
S29R#6,S29R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,Concomitant chemoradiation for cT3 laryngeal cancer has been associated with increased non-cancer-related mortality in the long term when compared with other therapeutic strategies such as total laryngectomy and induction chemotherapy-based treatment.,IV,81.7,first,True
S30#1,S30,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,Induction chemotherapy could be used to select patients for organ preservation protocols in cT3 laryngeal and hypopharyngeal cancer.,I,95.2,first,True
S30#2,S30,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,Induction chemotherapy could be used to select patients for organ preservation protocols in cT3 laryngeal and hypopharyngeal cancer.,I,95.2,first,True
S30#3,S30,Radiotherapy and chemotherapy,4,contextual_selection,qualified,nonsurgical_lp,larynx_preservation_any,Induction chemotherapy could be used to select patients for organ preservation protocols in cT3 laryngeal and hypopharyngeal cancer.,I,95.2,first,True
S30#4,S30,Radiotherapy and chemotherapy,4,contextual_selection,qualified,nonsurgical_lp,nonsurgical_lp,Induction chemotherapy could be used to select patients for organ preservation protocols in cT3 laryngeal and hypopharyngeal cancer.,I,95.2,first,True
S31R#1,S31R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,nonsurgical_lp,"In the case of complete response and normal vocal cord mobilisation after induction chemotherapy in laryngeal or hypopharyngeal cancer, the subsequent treatment should be radiotherapy alone (ie, not concomitant chemoradiotherapy).",III,95.0,second,True
S31R#2,S31R,Radiotherapy and chemotherapy,4,response_adapted,positive,concurrent_crt,larynx_preservation_any,"In the case of complete response and normal vocal cord mobilisation after induction chemotherapy in laryngeal or hypopharyngeal cancer, the subsequent treatment should be radiotherapy alone (ie, not concomitant chemoradiotherapy).",III,95.0,second,True
S31R#3,S31R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,nonsurgical_lp,"In the case of complete response and normal vocal cord mobilisation after induction chemotherapy in laryngeal or hypopharyngeal cancer, the subsequent treatment should be radiotherapy alone (ie, not concomitant chemoradiotherapy).",III,95.0,second,True
S31R#4,S31R,Radiotherapy and chemotherapy,4,response_adapted,positive,ict_rt,larynx_preservation_any,"In the case of complete response and normal vocal cord mobilisation after induction chemotherapy in laryngeal or hypopharyngeal cancer, the subsequent treatment should be radiotherapy alone (ie, not concomitant chemoradiotherapy).",III,95.0,second,True
S31R#5,S31R,Radiotherapy and chemotherapy,4,response_adapted,positive,rt_alone,nonsurgical_lp,"In the case of complete response and normal vocal cord mobilisation after induction chemotherapy in laryngeal or hypopharyngeal cancer, the subsequent treatment should be radiotherapy alone (ie, not concomitant chemoradiotherapy).",III,95.0,second,True
S31R#6,S31R,Radiotherapy and chemotherapy,4,response_adapted,positive,rt_alone,larynx_preservation_any,"In the case of complete response and normal vocal cord mobilisation after induction chemotherapy in laryngeal or hypopharyngeal cancer, the subsequent treatment should be radiotherapy alone (ie, not concomitant chemoradiotherapy).",III,95.0,second,True
S32#1,S32,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ophl_any,larynx_preservation_any,"Induction chemotherapy before organ preservation surgery (eg, open partial horizontal laryngectomy) is not recommended outside of a clinical trial.",V,88.7,first,True
S32#2,S32,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ophl_any,surgical_lp,"Induction chemotherapy before organ preservation surgery (eg, open partial horizontal laryngectomy) is not recommended outside of a clinical trial.",V,88.7,first,True
S32#3,S32,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ophl_any,nonsurgical_lp,"Induction chemotherapy before organ preservation surgery (eg, open partial horizontal laryngectomy) is not recommended outside of a clinical trial.",V,88.7,first,True
S32#4,S32,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,"Induction chemotherapy before organ preservation surgery (eg, open partial horizontal laryngectomy) is not recommended outside of a clinical trial.",V,88.7,first,True
S32#5,S32,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,surgical_lp,"Induction chemotherapy before organ preservation surgery (eg, open partial horizontal laryngectomy) is not recommended outside of a clinical trial.",V,88.7,first,True
S32#6,S32,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,"Induction chemotherapy before organ preservation surgery (eg, open partial horizontal laryngectomy) is not recommended outside of a clinical trial.",V,88.7,first,True
S33#1,S33,Radiotherapy and chemotherapy,4,contextual_selection,qualified,cetuximab_concurrent,nonsurgical_lp,"The addition of cetuximab to the docetaxel, cisplatin, and fluorouracil induction regimen is not recommended.",II,92.7,first,True
S33#2,S33,Radiotherapy and chemotherapy,4,contextual_selection,qualified,cetuximab_concurrent,larynx_preservation_any,"The addition of cetuximab to the docetaxel, cisplatin, and fluorouracil induction regimen is not recommended.",II,92.7,first,True
S34R#1,S34R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,concurrent_crt,nonsurgical_lp,"For locally advanced laryngeal or hypopharyngeal carcinoma (stage IV) treated with concomitant chemoradiotherapy or induction chemotherapy followed up by radiotherapy, neck dissection should be performed in cases where residual disease is identified on evaluation with 18F-FDG-PET.",IV,97.0,first,True
S34R#2,S34R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,concurrent_crt,larynx_preservation_any,"For locally advanced laryngeal or hypopharyngeal carcinoma (stage IV) treated with concomitant chemoradiotherapy or induction chemotherapy followed up by radiotherapy, neck dissection should be performed in cases where residual disease is identified on evaluation with 18F-FDG-PET.",IV,97.0,first,True
S34R#3,S34R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,"For locally advanced laryngeal or hypopharyngeal carcinoma (stage IV) treated with concomitant chemoradiotherapy or induction chemotherapy followed up by radiotherapy, neck dissection should be performed in cases where residual disease is identified on evaluation with 18F-FDG-PET.",IV,97.0,first,True
S34R#4,S34R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,"For locally advanced laryngeal or hypopharyngeal carcinoma (stage IV) treated with concomitant chemoradiotherapy or induction chemotherapy followed up by radiotherapy, neck dissection should be performed in cases where residual disease is identified on evaluation with 18F-FDG-PET.",IV,97.0,first,True
S35R#1,S35R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ophl_any,surgical_lp,"In patients with pT3N0 laryngeal cancer who have undergone open partial horizontal laryngectomy with negative margins and did not show risk factors such as perineural invasion and lymphovascular invasion, avoidance of adjuvant radiation therapy should be considered.",IV,86.7,second,True
S35R#2,S35R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ophl_any,larynx_preservation_any,"In patients with pT3N0 laryngeal cancer who have undergone open partial horizontal laryngectomy with negative margins and did not show risk factors such as perineural invasion and lymphovascular invasion, avoidance of adjuvant radiation therapy should be considered.",IV,86.7,second,True
S36R#1,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,surgical_lp,more than 1 nodal metastasis,IV,93.3,second,True
S36R#2,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,surgical_lp,perineural or lymphovascular invasion,IV,93.3,second,True
S36R#3,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,surgical_lp,and unintentionally positive or uncertain deep margins,IV,93.3,second,True
S36R#4,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,surgical_lp,unsuitable for redo surgery,IV,93.3,second,True
S36R#5,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,nonsurgical_lp,more than 1 nodal metastasis,IV,93.3,second,True
S36R#6,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,nonsurgical_lp,perineural or lymphovascular invasion,IV,93.3,second,True
S36R#7,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,nonsurgical_lp,and unintentionally positive or uncertain deep margins,IV,93.3,second,True
S36R#8,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,nonsurgical_lp,unsuitable for redo surgery,IV,93.3,second,True
S36R#9,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,larynx_preservation_any,more than 1 nodal metastasis,IV,93.3,second,True
S36R#10,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,larynx_preservation_any,perineural or lymphovascular invasion,IV,93.3,second,True
S36R#11,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,larynx_preservation_any,and unintentionally positive or uncertain deep margins,IV,93.3,second,True
S36R#12,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,tlm,larynx_preservation_any,unsuitable for redo surgery,IV,93.3,second,True
S36R#13,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,surgical_lp,more than 1 nodal metastasis,IV,93.3,second,True
S36R#14,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,surgical_lp,perineural or lymphovascular invasion,IV,93.3,second,True
S36R#15,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,surgical_lp,and unintentionally positive or uncertain deep margins,IV,93.3,second,True
S36R#16,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,surgical_lp,unsuitable for redo surgery,IV,93.3,second,True
S36R#17,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,nonsurgical_lp,more than 1 nodal metastasis,IV,93.3,second,True
S36R#18,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,nonsurgical_lp,perineural or lymphovascular invasion,IV,93.3,second,True
S36R#19,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,nonsurgical_lp,and unintentionally positive or uncertain deep margins,IV,93.3,second,True
S36R#20,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,nonsurgical_lp,unsuitable for redo surgery,IV,93.3,second,True
S36R#21,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,larynx_preservation_any,more than 1 nodal metastasis,IV,93.3,second,True
S36R#22,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,larynx_preservation_any,perineural or lymphovascular invasion,IV,93.3,second,True
S36R#23,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,larynx_preservation_any,and unintentionally positive or uncertain deep margins,IV,93.3,second,True
S36R#24,S36R,Radiotherapy and chemotherapy,4,recommendation,positive,concurrent_crt,larynx_preservation_any,unsuitable for redo surgery,IV,93.3,second,True
S37R#1,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,a change in symptoms,IV,96.9,first,True
S37R#2,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,endoscopic appearance,IV,96.9,first,True
S37R#3,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,"contrast-enhanced morphological imaging (CT, MRI, or both) and",IV,96.9,first,True
S37R#4,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,optionally,IV,96.9,first,True
S37R#5,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,nonsurgical_lp,metabolic modification evaluated through 18F-FDG-PET,IV,96.9,first,True
S37R#6,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,a change in symptoms,IV,96.9,first,True
S37R#7,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,endoscopic appearance,IV,96.9,first,True
S37R#8,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,"contrast-enhanced morphological imaging (CT, MRI, or both) and",IV,96.9,first,True
S37R#9,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,optionally,IV,96.9,first,True
S37R#10,S37R,Radiotherapy and chemotherapy,4,contextual_selection,qualified,ict_rt,larynx_preservation_any,metabolic modification evaluated through 18F-FDG-PET,IV,96.9,first,True
S38R#1,S38R,Indications for T4a cancer,5,recommendation,positive,total_laryngectomy,,The treatment of choice for cT4a laryngeal cancer with significant extralaryngeal or extensive subglottic involvement is total laryngectomy followed by adjuvant treatment (radiotherapy with or without chemotherapy).,III–IV,98.6,first,True
S39R#1,S39R,Indications for T4a cancer,5,absolute_contraindication,negative,nonsurgical_lp,larynx_preservation_any,"In high-volume cT4a laryngeal SCC, significant extralaryngeal extension, substantial loss of laryngeal function at presentation, or both are contraindications to surgical and non-surgical organ preservation treatment. Non-surgical preservation can be considered only in patients who decline total laryngectomy provided that they are extensively informed about the inferior oncological outcome and the higher risk of toxic effects.",III,100.0,second,True
S39R#2,S39R,Indications for T4a cancer,5,absolute_contraindication,negative,nonsurgical_lp,nonsurgical_lp,"In high-volume cT4a laryngeal SCC, significant extralaryngeal extension, substantial loss of laryngeal function at presentation, or both are contraindications to surgical and non-surgical organ preservation treatment. Non-surgical preservation can be considered only in patients who decline total laryngectomy provided that they are extensively informed about the inferior oncological outcome and the higher risk of toxic effects.",III,100.0,second,True
S40R#1,S40R,Indications for T4a cancer,5,contextual_selection,qualified,total_laryngectomy,nonsurgical_lp,III). However,III–IV,93.8,first,True
S40R#2,S40R,Indications for T4a cancer,5,contextual_selection,qualified,total_laryngectomy,nonsurgical_lp,equal outcomes are achievable through organ-preserving treatments in carefully selected patients with preserved laryngeal function and minimal anterior extra-laryngeal extension,III–IV,93.8,first,True
S40R#3,S40R,Indications for T4a cancer,5,contextual_selection,qualified,total_laryngectomy,larynx_preservation_any,III). However,III–IV,93.8,first,True
S40R#4,S40R,Indications for T4a cancer,5,contextual_selection,qualified,total_laryngectomy,larynx_preservation_any,equal outcomes are achievable through organ-preserving treatments in carefully selected patients with preserved laryngeal function and minimal anterior extra-laryngeal extension,III–IV,93.8,first,True
S41R#1,S41R,Indications for T4a cancer,5,contextual_selection,qualified,,larynx_preservation_any,Cartilage invasion through the outer cortex is associated with an increased risk of adverse events and poorer functional and survival outcomes in patients with laryngeal squamous cell carcinoma treated with non-surgical organ conservation protocols.,II,100.0,second,True
S41R#2,S41R,Indications for T4a cancer,5,contextual_selection,qualified,,nonsurgical_lp,Cartilage invasion through the outer cortex is associated with an increased risk of adverse events and poorer functional and survival outcomes in patients with laryngeal squamous cell carcinoma treated with non-surgical organ conservation protocols.,II,100.0,second,True
S42R#1,S42R,Indications for T4a cancer,5,absolute_contraindication,negative,total_laryngectomy,nonsurgical_lp,"In patients affected by cT4a laryngeal cancer and who are unfit for chemotherapy or with substantial airway obstruction, a need for pre-treatment tracheostomy, base of tongue infiltration, cricoid cartilage infiltration, full-thickness thyroid cartilage infiltration, or clinical evidence of a dysfunctional larynx, non-surgical treatment is associated with poorer survival compared with total laryngectomy followed by adjuvant treatment.",III,95.2,first,True
S42R#2,S42R,Indications for T4a cancer,5,absolute_contraindication,negative,total_laryngectomy,larynx_preservation_any,"In patients affected by cT4a laryngeal cancer and who are unfit for chemotherapy or with substantial airway obstruction, a need for pre-treatment tracheostomy, base of tongue infiltration, cricoid cartilage infiltration, full-thickness thyroid cartilage infiltration, or clinical evidence of a dysfunctional larynx, non-surgical treatment is associated with poorer survival compared with total laryngectomy followed by adjuvant treatment.",III,95.2,first,True
S43#1,S43,Indications for T4a cancer,5,selection_factor,qualified,,larynx_preservation_any,"Non-surgical treatments result in lower rates of organ preservation and overall survival for hypopharyngeal cT4a cancers compared with cT4a laryngeal cancers, assuming that other variables remain unchanged.",IV,90.3,first,True
S43#2,S43,Indications for T4a cancer,5,selection_factor,qualified,,nonsurgical_lp,"Non-surgical treatments result in lower rates of organ preservation and overall survival for hypopharyngeal cT4a cancers compared with cT4a laryngeal cancers, assuming that other variables remain unchanged.",IV,90.3,first,True
S44R#1,S44R,Indications for T4a cancer,5,contextual_selection,qualified,,larynx_preservation_any,"Clinical data such as nutritional status, number and severity of unhealthy habits (eg, smoking and alcohol), performance status (eg, Eastern Cooperative Oncology Group performance scale), patient’s frailty, and social and family support should be taken into account when considering organ preservation treatments, particularly in patients affected by cT4a laryngeal cancer.",IV,96.9,second,True
S45#1,S45,Indications for T4a cancer,5,absolute_contraindication,negative,tlm,surgical_lp,cT4 laryngeal SCC represents an absolute contraindication to transoral laser microsurgery.,IV,100.0,first,True
S45#2,S45,Indications for T4a cancer,5,absolute_contraindication,negative,tlm,larynx_preservation_any,cT4 laryngeal SCC represents an absolute contraindication to transoral laser microsurgery.,IV,100.0,first,True
S46#1,S46,Indications for T4a cancer,5,contextual_selection,qualified,ophl_any,surgical_lp,"In fit patients with cT4aN0 or cT4aN1 glottic SCC with minimal anterior extra-laryngeal extension and no extension posterior to the magic plane, open partial horizontal laryngectomy with neck dissection is a potential option.",IV,87.5,first,True
S46#2,S46,Indications for T4a cancer,5,contextual_selection,qualified,ophl_any,larynx_preservation_any,"In fit patients with cT4aN0 or cT4aN1 glottic SCC with minimal anterior extra-laryngeal extension and no extension posterior to the magic plane, open partial horizontal laryngectomy with neck dissection is a potential option.",IV,87.5,first,True
S48#1,S48,Indications for T4a cancer,5,contextual_selection,qualified,ophl_any,surgical_lp,"Adding adjuvant treatment (radiotherapy or chemoradiation) after open partial horizontal laryngectomy reduces the functional outcomes, increasing the likelihood of requiring long-term or permanent tracheostomy or gastrostomy.",IV,91.9,first,True
S48#2,S48,Indications for T4a cancer,5,contextual_selection,qualified,ophl_any,nonsurgical_lp,"Adding adjuvant treatment (radiotherapy or chemoradiation) after open partial horizontal laryngectomy reduces the functional outcomes, increasing the likelihood of requiring long-term or permanent tracheostomy or gastrostomy.",IV,91.9,first,True
S48#3,S48,Indications for T4a cancer,5,contextual_selection,qualified,ophl_any,larynx_preservation_any,"Adding adjuvant treatment (radiotherapy or chemoradiation) after open partial horizontal laryngectomy reduces the functional outcomes, increasing the likelihood of requiring long-term or permanent tracheostomy or gastrostomy.",IV,91.9,first,True
S48#4,S48,Indications for T4a cancer,5,contextual_selection,qualified,concurrent_crt,surgical_lp,"Adding adjuvant treatment (radiotherapy or chemoradiation) after open partial horizontal laryngectomy reduces the functional outcomes, increasing the likelihood of requiring long-term or permanent tracheostomy or gastrostomy.",IV,91.9,first,True
S48#5,S48,Indications for T4a cancer,5,contextual_selection,qualified,concurrent_crt,nonsurgical_lp,"Adding adjuvant treatment (radiotherapy or chemoradiation) after open partial horizontal laryngectomy reduces the functional outcomes, increasing the likelihood of requiring long-term or permanent tracheostomy or gastrostomy.",IV,91.9,first,True
S48#6,S48,Indications for T4a cancer,5,contextual_selection,qualified,concurrent_crt,larynx_preservation_any,"Adding adjuvant treatment (radiotherapy or chemoradiation) after open partial horizontal laryngectomy reduces the functional outcomes, increasing the likelihood of requiring long-term or permanent tracheostomy or gastrostomy.",IV,91.9,first,True
S49R#1,S49R,Indications for T4a cancer,5,contextual_selection,qualified,nonsurgical_lp,larynx_preservation_any,"There are very few indications for a non-surgical organ preservation approach in cT4a laryngeal tumour. These indications are minimal extralaryngeal extension, low-burden cartilage invasion, and a functional larynx.",IV,93.5,second,True
S49R#2,S49R,Indications for T4a cancer,5,contextual_selection,qualified,nonsurgical_lp,nonsurgical_lp,"There are very few indications for a non-surgical organ preservation approach in cT4a laryngeal tumour. These indications are minimal extralaryngeal extension, low-burden cartilage invasion, and a functional larynx.",IV,93.5,second,True
S52R#1,S52R,Indications for T4a cancer,5,contextual_selection,qualified,cetuximab_concurrent,nonsurgical_lp,I),I–II,94.1,second,True
S52R#2,S52R,Indications for T4a cancer,5,contextual_selection,qualified,cetuximab_concurrent,nonsurgical_lp,or carboplatin and fluorouracil (LoE: II) could be suggested as an alternative,I–II,94.1,second,True
S52R#3,S52R,Indications for T4a cancer,5,contextual_selection,qualified,cetuximab_concurrent,larynx_preservation_any,I),I–II,94.1,second,True
S52R#4,S52R,Indications for T4a cancer,5,contextual_selection,qualified,cetuximab_concurrent,larynx_preservation_any,or carboplatin and fluorouracil (LoE: II) could be suggested as an alternative,I–II,94.1,second,True
S52R#5,S52R,Indications for T4a cancer,5,contextual_selection,qualified,carboplatin_5fu,nonsurgical_lp,I),I–II,94.1,second,True
S52R#6,S52R,Indications for T4a cancer,5,contextual_selection,qualified,carboplatin_5fu,nonsurgical_lp,or carboplatin and fluorouracil (LoE: II) could be suggested as an alternative,I–II,94.1,second,True
S52R#7,S52R,Indications for T4a cancer,5,contextual_selection,qualified,carboplatin_5fu,larynx_preservation_any,I),I–II,94.1,second,True
S52R#8,S52R,Indications for T4a cancer,5,contextual_selection,qualified,carboplatin_5fu,larynx_preservation_any,or carboplatin and fluorouracil (LoE: II) could be suggested as an alternative,I–II,94.1,second,True
S53R#1,S53R,Indications for T4a cancer,5,recommendation,positive,rt_accelerated,nonsurgical_lp,"In cT4a laryngeal cancer treated through radiotherapy without concurrent chemotherapy, accelerated or hyperfractionated radiotherapy might be preferred after accounting for toxicity.",IV,89.4,second,True
S53R#2,S53R,Indications for T4a cancer,5,recommendation,positive,rt_accelerated,larynx_preservation_any,"In cT4a laryngeal cancer treated through radiotherapy without concurrent chemotherapy, accelerated or hyperfractionated radiotherapy might be preferred after accounting for toxicity.",IV,89.4,second,True
S55R#1,S55R,Indications for T4a cancer,5,contextual_selection,qualified,ict_rt,larynx_preservation_any,"Patients affected by cT4a laryngeal or hypopharyngeal cancers that respond (ie, partial response >50% or complete response) to induction chemotherapy are eligible for non-surgical organ preservation treatment.",III,90.3,first,True
S55R#2,S55R,Indications for T4a cancer,5,contextual_selection,qualified,ict_rt,nonsurgical_lp,"Patients affected by cT4a laryngeal or hypopharyngeal cancers that respond (ie, partial response >50% or complete response) to induction chemotherapy are eligible for non-surgical organ preservation treatment.",III,90.3,first,True
S55R#3,S55R,Indications for T4a cancer,5,contextual_selection,qualified,nonsurgical_lp,larynx_preservation_any,"Patients affected by cT4a laryngeal or hypopharyngeal cancers that respond (ie, partial response >50% or complete response) to induction chemotherapy are eligible for non-surgical organ preservation treatment.",III,90.3,first,True
